author,comment,likeCount,publishedAt
@muhammadkhairunnizar3841,"bertanya karena penasaran. kira2 nanti, itu layar belakangnya bisa buat zoom, VC (kalo VC sih keknya bisa) dan lain2 ga ya? sekali lg, bertanya karena penasaran aja, terlepas dari ""ngapain VC atau zoom di layar kecil""... yaaa jawabannya siapa tau... just in case aja 😁🙏",0,2025-10-30T07:49:21Z
@quenny21,Masih nunggu rekomendasi laptop 2025,0,2025-10-30T07:46:37Z
@edwardalvianto4526,Review robot humanoid neo,0,2025-10-30T07:42:59Z
@sigitarya1892,Still waiting stand alone video review iphone 17 pro n Co,0,2025-10-30T07:40:59Z
@inidiksaan,"Dulu hp pertama yg beli pake duit sendiri pas udah kerja xiaomi, dulu beli itu karna murah spek oke, makin kesini makin cinta sama Xiaomi karna bisa bersaing sama brand brand kelas kakap",36,2025-10-30T07:40:27Z
@NoctaleStory,next compare sama iphone bg,0,2025-10-30T07:37:53Z
@Yaaaaaayy,Kalo aku mending Xiaomi nya🗿 udah mantep buat main game,0,2025-10-30T07:37:14Z
@Renzurokuga.,20:57 BEST PART 🤣,0,2025-10-30T07:35:39Z
@Vladimirnikolai33,20:55 pria kalo GK sengaja ngelihat fotonya sendiri (kaget),0,2025-10-30T07:33:34Z
@westthekid9997,sumpah hp iPhone desain nya jadi kaya murce di bandingan ama Xiaomi walau mereka yang miripin wkwk. iPhone beneran meniru poco kah wkwk kan poco Xiaomi wkwkwk,0,2025-10-30T07:31:17Z
@quinn639,NEXT REDMAGIC 11PRO+,0,2025-10-30T07:29:59Z
@terminallapak,"Review yang sangat lengkap dan detail Bang David! Fitur layar belakang di Xiaomi 17 Pro Max ini memang inovasi yang berani dan berguna banget terutama buat selfie pakai kamera belakang. Kualitas videonya juga mantap, penjelasannya jelas dan menghibur. Keep up the great work Gadgetin! 👍",0,2025-10-30T07:28:42Z
@SlowLivingfarming,"Ia di tunggu2 kok GK review2 sihh, eh dia asik nikmatin hidup 😂",0,2025-10-30T07:27:37Z
@rizaldiputra6675,review hp red magic 11 pro+ dong,0,2025-10-30T07:26:46Z
@insantuy,"klo desain yah emang gk nyontek toh poco udah duluan modul kameranya model lebar gitu & bener kata bg david, desain itu gabisa deket2an mau rilis, pasti nya udah jauh2 waktu banget. tapi kalo nama yaahhhh itu bisa banget deket2 rilis, apalagi mw nyenggol2 brand lain 🎃🎃🎃",0,2025-10-30T07:26:00Z
@ManTop-r3q,Pendapat gua videonya agak tak cantik 😂 terlalu bright. Kulit cerah tak natutal,0,2025-10-30T07:24:48Z
@AnisLeguChannel,Mantul,1,2025-10-30T07:23:07Z
@diansyamsuwir,"iphone is iphone, andriod ya android, preferensi mau yang mana trus sanggup yang mana, as simple as that!",0,2025-10-30T07:21:55Z
@pramudyasahidk881,bismillah semoga bisa kebeli xiomi 17 pro max klo smpe rilis di indo😇 aamiin yaallah🤲🏻,0,2025-10-30T07:21:48Z
@KhairulAbdal,AKHIRNYA,0,2025-10-30T07:18:14Z
@MOVE_ON_DONG,Xiaomi 17 pro max katanya ngak ada untuk export kok udah ada di indo,0,2025-10-30T07:15:18Z
@RaidenShogun-j8j,iQOO z10r kapan bang,0,2025-10-30T07:12:38Z
@agussetya7579,Unboxing one plus pad 3 plis,0,2025-10-30T07:11:05Z
@eponckdacosta,I phone wannabe...,0,2025-10-30T07:09:49Z
@adam_pijat_kota_palu,🤠,0,2025-10-30T07:08:31Z
@roseveIlt,"ku kira desain boxnya yang panjang + tipis gt ngejek iphone, tipis tapi gadapet kabel+kepala 😂",16,2025-10-30T07:03:51Z
@PRAMOEDJALVS29,Mantap,1,2025-10-30T07:03:34Z
@fzdnofficial,tim yang nonton doang tapi gak beli wkwkwk,0,2025-10-30T07:00:38Z
@KetutSundri-s3o,Klu banyak layar jatuh ganti2 lcd😅😅,1,2025-10-30T06:58:35Z
@Niqhtbot,06:03 suaranya merdu juga,1,2025-10-30T06:58:33Z
@RasyaEfrinal-e2m,Enggak sekalian di adu kamera kedua 17 series ini 😂😂,0,2025-10-30T06:57:45Z
@AgusTiandi-v1y,Kpn di jual di indonesia ni,0,2025-10-30T06:54:45Z
@MrAchmadreza,Test speaker nya kok gak ada bang?,1,2025-10-30T06:53:07Z
@highproject5756,"Kalo menghindari angka sial, apa kabar dulu mi 4 series yang sukses😂",2,2025-10-30T06:52:49Z
@rivankadesya7289,"16 itu dari 8 + 4 + 4 bang, jadi ga dipakai karena 1 keberuntungan + 2 kesialan  = 1 kesialan, jadi seperti itu",0,2025-10-30T06:51:02Z
@BOSS_CHEATER,Klau liat iphone 17pro di bandingin dgn xiaomi 17pro keliatan iphone kyk Hp jadul😅...,55,2025-10-30T06:50:28Z
@Aldes_Trimonti,Notif WA & Maps sering delay,0,2025-10-30T06:47:43Z
@campingknightonline,ada iklannya nggak bang ?,0,2025-10-30T06:46:37Z
@varenaurigayurioshi4836,Kenapa selalu nyontek desain iphone?? Padahal smartphone level premium dari china udah bagus bagus kog.,0,2025-10-30T06:44:23Z
@soudakun-65,"Kalo masalah game mah, itu karena Genshin nya aja, game pembunuh gadget.",0,2025-10-30T06:42:26Z
@abdulfakhruddin3976,20:56 Visioner sekali 😂,3,2025-10-30T06:39:37Z
@RasyaEfrinal-e2m,Saya lebih suka menyebutnya sindiran dari pada niru😂😂,0,2025-10-30T06:37:46Z
@wawan_neo2,Unboxing iQOO 15 bang 😅,0,2025-10-30T06:37:43Z
@meliandwibagaskara29,Padahal fitur galaxy flip lebih mumpuni...😂🎉...,0,2025-10-30T06:37:26Z
@yantocihuy7723,Bang vivo y400 donk,0,2025-10-30T06:36:47Z
@eltonludjileo389,semoga di notice Xiomi indonesia,0,2025-10-30T06:35:33Z
@abdulfakhruddin3976,Genshin genshin.. Buset dah butuh spek kek apaan sih Chipset Naga 8 elite masih keteteran 😌,0,2025-10-30T06:35:02Z
@chill9390,Dikira bakalan nampilin wallpaper iPhone 17 pro max biar kesannya waw tapi yaudahlah cukup liat di om dhiar aja sudah cukup,0,2025-10-30T06:34:26Z
@RinaldiMulya,Suara yg lbh bagus ketika menggunakan kamera depan,0,2025-10-30T06:34:15Z
@yasiryasno148,Xiaomi 💀💀💀💀,0,2025-10-30T06:32:21Z
@osengtempeh825,Masih haloo belum angkatangan,0,2025-10-30T06:31:54Z
@DeNasty,telat aja 19 dah hampir 1jt view wkwk,0,2025-10-30T06:29:34Z
@insaniroefliana1518,"saya Xiaomi Fanboy, tapi jujur saja menurut saya disain Xiaomi 17 Pro Max jelek banget bagian belakangnya, jauh lebih aesthetic iPhone 17 Pro Max",0,2025-10-30T06:28:06Z
@udinswek6695,"kayanya xiaomi udah desain xiaomi 16, trus pas desain ipong keluar dan ngeliat desainnya mirip banget ama xiaomi 16. jadi sekalian totalitas dimirip miripin buat ceng cengin apple",0,2025-10-30T06:25:30Z
@riswannasaruddin4047,"ENAK YA JADI XIAOMI, DIMANA2 DAPAT PROMO GRATIS GARA2 DESAIN MIRIF IPHONE TERBARU 😊",0,2025-10-30T06:22:59Z
@denpurba6159,ipon mulai kehilangan ciri khasnya,0,2025-10-30T06:21:48Z
@mohamadhenryazhary,buku manual harus nya di hilangin aja di ganti dengan bonus lain. buku manual bisa lwt email,0,2025-10-30T06:21:22Z
@abdulfattahthea,"8:23 Mi 11 ultra juga udah kayak gitu,masa iya ngikutin apple😂",0,2025-10-30T06:15:25Z
@rharabny8939,"B aja sih ini cocoknya buat para bocil2 kali yah soalnya itu klo smp jatuh buat biaya tambahan hanya gara2 layar kecil yg pecah,,klo layar depan pecah pas lagi nelp g nampak tp layar belakang jelas diliat org klo pecah",1,2025-10-30T06:12:41Z
@paiansimbolon6429,"Fix apple nyontek Xiaomi, dan iphone minim inovasi",0,2025-10-30T06:09:19Z
@BANG_XR21,TIM NONTON DOANG MANA NIH 😂😂,0,2025-10-30T06:05:48Z
@kunrishqee5021,"Mumpung ip lagi buruk ditahun ini,dihajar sama brand android",0,2025-10-30T06:03:44Z
@heriquint,top,0,2025-10-30T06:01:41Z
@putry3471,Yang suka blg iPhone kurang inovasi tu iri aja. Mereka mau blg android lebih inovasi. Tp mereka pke hp bukan android yang flangsip tp yang low and mid range. Android or iPhone sama aja ada harga ada rupa 😂😂😂 jgn kebanyakan iri yg masi low or mid range,3,2025-10-30T06:00:51Z
@komunitas1988,"Seandainya ada tablet 8 inch dengan spek gaming ram dan batre besar, dan yg terpenting support sd card dan simcard.",0,2025-10-30T06:00:12Z
@arifaswarannas2190,😂😂 Made in China,0,2025-10-30T05:59:44Z
@KevinVinz-dv5fe,Redmi 17 Pro Max Super Ultra Rare,0,2025-10-30T05:59:43Z
@kosimnurzeha6281,ya allah pengen,0,2025-10-30T05:58:16Z
@puguhhananto4064,Banyak yg komen cakep xiomi dr pd iPhone padahal punya iPhone aja enggak😂,0,2025-10-30T05:57:39Z
@shahrulzahri9774,Iphone noob....,0,2025-10-30T05:57:39Z
@yahy.ea0,Next redmi k90 pro max😂,0,2025-10-30T05:56:13Z
@ahmadramdanmubarok4417,"Xioami 17 yg direview kayanya bukan buat pasar indonesia. diliat dari adaptor/chargernya, stiker imei",0,2025-10-30T05:55:20Z
@turihan24,"17:49 , kuputar² ulang 😂",0,2025-10-30T05:55:15Z
@raffazarazkachannel,Bang batrenya boros ga pake 2 layar + animasi blakang hidup trs?,0,2025-10-30T05:54:46Z
@s1lver4,packaging hp nya kayak diburu buru banget yang penting ada dan terbungkus,0,2025-10-30T05:52:15Z
@smithparhusip5187,"Gw pake iphone cm buat gaya gayaan aja,tp kl buat fungai seutuhnya ponsel ya gw pake android",0,2025-10-30T05:52:10Z
@arber3094,"AKU CUMA NONTON AJA KOK..,...",0,2025-10-30T05:51:13Z
@RizzKunn,iya ya mending kamera depan di buang terus fokusin ke kamera belakang,0,2025-10-30T05:49:08Z
@kocakl56-b8m,Apakah ini chipset terbaru dengan kembalinya isu SD888 yg super hot😂,0,2025-10-30T05:48:22Z
@daswanto3232,IQOO pun tembus 4 juta bemchmarknya.. xiaomi kok nggak ya.. 🤔,0,2025-10-30T05:46:02Z
@xcan-e4b,Link barang bekas nya di saya gak bisa bg ..,0,2025-10-30T05:45:54Z
@helmiyaiya,"Wow panas ternyata, mi fans tidak akan suka fakta ini",0,2025-10-30T05:44:53Z
@adamsammad5540,judulnya ambigu,1,2025-10-30T05:43:54Z
@Yosephu666,"wah cocok buat main genshin impact, saya mau warna ungu",0,2025-10-30T05:43:09Z
@rosandiniti,Kalo gue si pilih xiaomi,0,2025-10-30T05:39:51Z
@aldiboss7153,Pengen beli xiaomi 17pro max yukk masuk indonesia yuk,0,2025-10-30T05:39:02Z
@sibobkecil7657,"16
1+6 = 7
7 mistik 4
4 = sial.
Makanya loncat ke 17",0,2025-10-30T05:38:29Z
@youtubernolep8135,bang david bahas iqoo z10R dong 🎉,0,2025-10-30T05:36:04Z
@jioneaji48,"China sang raja teknologi nomor 1 didunia, negara termaju dan tercanggih 🇨🇳🥰",0,2025-10-30T05:33:30Z
@fendywecast,Itu layar blkgnya bisa buat maen game.. Ada chasing yg game.. Seperti gameboy,0,2025-10-30T05:32:17Z
@Gustiaraja,"8+8 = 16 double Hoki yg di skip.
1+7 = 8
Kaya Xiaomi ttp mikirnya hoki secara numerology bang",0,2025-10-30T05:31:34Z
@williamexpolene6744,Review Blackview Xplore 2 dong Bro.,0,2025-10-30T05:30:36Z
@adrianwan7765,Persiapan Rivew oppo Find X9,0,2025-10-30T05:28:09Z
@mzoelf,"TAMAGOCHI JADI HP, lucu bangett",0,2025-10-30T05:26:12Z
@Wahyu-t5n,Menurut gue Xiaomi ga niru sama sekali. Bahkan lebih baik desainnya dari iPhone.,0,2025-10-30T05:25:58Z
@denihardarto7863,"Bagus ini kalau harganya memang beneran segitu, bakalan coba. Iphone terlalu matre pajaknya berkenaan pasang iklan",0,2025-10-30T05:25:43Z
@yogadwipangestu1709,Xiaomi kasi inovasi hp masa depan dan fitur barunya pun sangat berguna👍,0,2025-10-30T05:22:54Z
@AngelinaFishy,Reviewnya Iphone 17 ama 17pro kapan bang david 😭,0,2025-10-30T05:22:13Z
@Artphylios,Kok gk pernah riview laptop lagi bang,0,2025-10-30T05:22:08Z
@LaluQusyairi,Nungguin iPhone 9 rilis,0,2025-10-30T05:21:17Z
@ngacowoi,Antutu 2jt an aja dah lebih dari cukup.. jd untuk apa sampai 3jtan lebih?,0,2025-10-30T05:17:58Z
@alghifari117,Redmi 4 redmi 13 be like,0,2025-10-30T05:17:36Z
@aditzaky6053,Spek itu segalanya bro.. Jangan di butain merk,0,2025-10-30T05:16:12Z
@gunawanss3101,Bang review iphone air,0,2025-10-30T05:15:49Z
@TuanZein933,Mungkin Feng shui kli bang angkasial gak di pakai 😂,0,2025-10-30T05:14:24Z
@sandyboomer2256,30/10/2025😊,0,2025-10-30T05:13:53Z
@yaumahzaini7676,Oppo x9 sama Vivo x300 review bang,0,2025-10-30T05:11:52Z
@muhamadfarhan1111,Samsung terbaik,0,2025-10-30T05:11:39Z
@sonixSZ,Iklan?,0,2025-10-30T05:07:50Z
@MuhammadIrvanirvan-c9w,Vivo x200fe bg,0,2025-10-30T05:04:13Z
@karnisetiawan9364,"Aku adalah tim nontn aj,beli kagakkk",0,2025-10-30T05:04:09Z
@salamauskolinen6593,17:26 mas broooo,0,2025-10-30T05:03:58Z
@abdulwahid-tv3yj,Jujur ini disain hp terbaik yg pernah gw lihat.... Layarnya bikin ngiler....,0,2025-10-30T05:02:22Z
@denidantez,MI max ada mi pro ada digabungin jadi promax,0,2025-10-30T05:01:19Z
@HRIMBA,"Lah bukan nya itu desain nya poco ya, lebih tepatnya nya poco m3, terus siapa sekarang sekarang yang niru.. 😂",0,2025-10-30T05:01:18Z
@DudutCandana,👍,0,2025-10-30T05:00:43Z
@boboibor,"mahal amat anjit, 14jt mah udah dapet iphone 16 anjay",0,2025-10-30T05:00:37Z
@gerardray1232,gw pertama liat design ip17 pro aja langsung mikirnya vibe hp cina bgt wkwkwk mirip poco,34,2025-10-30T04:59:24Z
@zjackki,17:54 bukannya xiaomi pad itu,0,2025-10-30T04:58:53Z
@fauziulpi1773,Ya iyalah panas ada layar dibelakang 😂😂😂😂😂 gayagayaan,0,2025-10-30T04:57:46Z
@salamauskolinen6593,10:47 kucingnya kayak yang ada dirumah.,0,2025-10-30T04:57:34Z
@fanifadilah03,"Cakep bgt asli, tapi kalopun masuk ke indo jg saya ga akan beli 😂",0,2025-10-30T04:56:37Z
@delta7520,Dari dulu cina selalu meniru produk orang lain yang laku dan itu udah prinsip cina,0,2025-10-30T04:56:31Z
@bayuimo2694,Menurut ku bukan ke poco sih bang tp ke xiomi 11 ultra yg mirip bgt,0,2025-10-30T04:56:29Z
@RandyArdhani,itu kacamata yg dipake ada kamera nya?,0,2025-10-30T04:51:09Z
@ryoxrico4275,Makin kesini makin somse,0,2025-10-30T04:51:00Z
@awangcr1387,Xiaomi masih g bs nyaingi ekosistem ipon ekosistem ikan cupang😂😂😂😂😂,0,2025-10-30T04:48:46Z
@yayangmetclub5018,"kayaknya iphone yg niru xiaomi,...keluarnya duluan xiaomi,",0,2025-10-30T04:48:15Z
@arikprasetyo2716,Ngakak pas bilang kamera di kucilkan hhh,0,2025-10-30T04:48:12Z
@YOUTONO,Nokia punya fitur itu,0,2025-10-30T04:46:13Z
@ArjunAnggara-h5s4o,ternyata ga semenarik itu,0,2025-10-30T04:43:21Z
@Faktadong2,Pokoknya poco m7 plus 5g bang kapan rilis,0,2025-10-30T04:42:51Z
@mercont1,6:19 itu harusnya ada logo apel tp dihapus 😂😂,0,2025-10-30T04:42:15Z
@Faktadong2,Bang poco m7 plus 5g,0,2025-10-30T04:42:14Z
@randywahidin,XIAOMI 20 PRO MAX 🔥🔥🔥 COMING SOON,0,2025-10-30T04:39:12Z
@borongborong-jp4oy,"Gak china kalo gak nyontek
Miskin inovasi",0,2025-10-30T04:38:54Z
@pujiono-d8u,Kapan bahas Samsung A17,0,2025-10-30T04:38:41Z
@RayaSpaceU,25:15 klo menurut saya makah jelek kurang enak dilihat desainnya dengan menambahkan cermin kecil itu. Sudah ada tambahan layar kecil sebagai review foto kamera belakang,1,2025-10-30T04:37:24Z
@febbyfv,"Keren nih, fiuhh",0,2025-10-30T04:37:08Z
@ghiyanrangga,Xiaomi mirip Apple atau sebaliknya?,0,2025-10-30T04:36:53Z
@hendrivour,"gamau debat, cuma lagi nikmatin inovasi teknologi yg makin2 asoy.. nice nice!",0,2025-10-30T04:36:44Z
@idola-w6t,tetep milih iphone 17pro mqx 😂,0,2025-10-30T04:36:01Z
@vocaloid8609,Kalo kalian sadar modelnya mirip mi11ultra yg layar belakangnya digedein,0,2025-10-30T04:32:18Z
@adityabima98,"2:30 makanya dinamain xiaomi 17 bang, karena itu kan termasuk angka hoki china juga 1+7 kan 8 👻",0,2025-10-30T04:32:02Z
@Fuadynadif,Kamerany GILAAA,0,2025-10-30T04:31:16Z
@SeTOXIDO,"Apa ada yang punya masalah sama pada Xiaomi 17 Pro Max ? Ketika mode lock screen, tidak keluar notif saat ada pesan masuk atau panggilan telepon di aplikasi line atau messenger padahal settingan sudah di nyalakan.",1,2025-10-30T04:31:12Z
@ganeshalapenanggaputra,"Bang, brarti sial 2 kali sama dengan hoki  dong? Karena 8=4+4🤔",0,2025-10-30T04:29:16Z
@RomawiCuy,"Gw suka bet ama desainnya kaya simple tapi elegan
Gada gimmick kaya led d backdoor yg kaya hp hp gemink

Apalagi kamera ama flash d bawah misah kaya memberi kesan apa gitu enak bet gw liat",3,2025-10-30T04:28:22Z
@Gwehratdzz55,IlIlIlIlIl,0,2025-10-30T04:27:47Z
@AretaraisyaSyakira,Tau gak kenapa user android under 3jt paling Berisik di setiap kolom komentar unboxing/ review gadget,2,2025-10-30T04:21:19Z
@uchihaNaruto-w4e,Buat main game ff pro mx lancar gak bg,0,2025-10-30T04:20:54Z
@munkinsane,Xiaomi masih ada iklannya ga si di hape nya?,0,2025-10-30T04:20:32Z
@Traveler19301,Telat banget lu bang 😂😂😂,0,2025-10-30T04:20:15Z
@vinza05-t9n,caranya gimana biar bisa beli HP padahal tiap hari kerja,0,2025-10-30T04:19:16Z
@rudyindrive6926,kayak itel niru samsung,0,2025-10-30T04:18:08Z
@deanproject8986,"hi netizen, lihat dan bacalah komentar para user Xiaomi, nyenggol nyenggol tetangga sebelah terus hahahahah",0,2025-10-30T04:17:10Z
@irvanprasetya5792,Angka orang gantung diri bang 16 itu 🙏🙂‍↕️,0,2025-10-30T04:15:24Z
@ilhamninog,"snapdragon dari gen 1-5 perasaan panas mulu, dimana letak inovasi dan kemajuan teknologinya?",0,2025-10-30T04:13:35Z
@bungsgaming3739,Review IQOO Z10R nya bang,0,2025-10-30T04:09:48Z
@gustara90channel57,"David,akun yt mu di ss trus dipajang di fb ,kata yg posting ""heran ilmu tehnologi minim,tapi subreb nya jutaan "" aku sedih bacanya",0,2025-10-30T04:09:37Z
@choichoi3150,Poco m4pro 😂😂😂😂,0,2025-10-30T04:07:02Z
@Espressoom-o4j,"Mungkin karena 16 ada angka enamnya bang, soalnya angka enam itu nilai ahmad sahr—",0,2025-10-30T04:05:23Z
@rentalgaming4317,Kalo memang ngomongin segala hal tetep kalo merk HP ya Iphone,1,2025-10-30T04:04:23Z
@MarianiIlham-w7t,mau nanya ka untuk xiaomi 17bpro max X vivo X300 pro bagus mana ka??,0,2025-10-30T04:03:32Z
@rifkifaizalmuzafar6157,Kapan review z10r bang,0,2025-10-30T04:02:08Z
@NEW_UPDATE33,Kalau teknologi Xiaomi tapi kalo kamera iPhone lebih natural,0,2025-10-30T04:00:07Z
@kade1086,"Sebagus itu emang








Xiaomi 17pro Max ❤❤❤ nunggu resmi baru beli",0,2025-10-30T03:59:33Z
@TAkaBlitz,iqoo z10r mana bgg ko blm di review,0,2025-10-30T03:57:07Z
@untungsantoso9189,"namanya aja NIRU, XIOMI  17 PRO MAX.. ekor",0,2025-10-30T03:54:57Z
@bayufree9210,"Apa bener bang sebenarnya xiaomi sama apple tu di belakang layar kerjasama,,,tp di depan layar seolah2 saingan berat tapi aslinya sama2 buat gebrakan agar sama2 dpt cuan dr rivalnya 2 produk tsb. Namanya dagang kan,,klo kerjasama bs sama2 menghasilkan untung kan why not gt. Software nya xiaomi yg ngerjain pihak apple kah,,apa bnr gt.😊",0,2025-10-30T03:53:54Z
@Yumi_OPFP,iPhone udh mau klh sama android,0,2025-10-30T03:52:15Z
@muchlisinarrohim,Nonton pake xiaomi 15,0,2025-10-30T03:48:27Z
@ebimangiwa,Focus ke poco x6,0,2025-10-30T03:47:27Z
@jf_tarihoran,17 Pro Max atau 17 Pro Mag bang?🗿🗿,0,2025-10-30T03:47:21Z
@nunengzara,suara mu itu bang 🤩,0,2025-10-30T03:44:21Z
@TheNggathur,Masih ada gredeg2nya gak sih videonya?,0,2025-10-30T03:42:47Z
@zonasport_idn,"Model kamera belakang poco udah model jendela dri dlu kan ya
Bukan niru epon brarti",0,2025-10-30T03:42:34Z
@fiqri1770,"Ada chargernya, Ada chargernya, Ada chargernya...",0,2025-10-30T03:41:23Z
@ShegleGarage,"Ada unsur² LGBTQ+ nya gk, kyk sebelah ?",0,2025-10-30T03:40:19Z
@DB_kreatif_channel,Kalo 4 itu dibilang angka sial karena bahasa chinda dan jepang angka 4 itu shie yg artinya bisa 4 atau mati,0,2025-10-30T03:39:37Z
@adf4503,"Ya cuma nonton aja, beli salah satu aja kayaknya gadulu",0,2025-10-30T03:38:31Z
@NobitaDoraemon-hu5pl,"Fitur yg ada kucing itu lucu sih, pasti para betina suka dgn hp kaya gini.. 😂",0,2025-10-30T03:37:51Z
@denfamily8710,w,0,2025-10-30T03:34:49Z
@firasiras7056,Sama seperti dari 5 tahun yang lalu..nonton doang kagak beli😅😅😅,0,2025-10-30T03:34:27Z
@kang.afid23,halo david sudah disini,0,2025-10-30T03:33:56Z
@sjwhipokrit7561,klo david udh ngreview hp berarti dia lg jelasin hp,0,2025-10-30T03:32:59Z
@ToRibaraYT,akhirnya ,2,2025-10-30T03:31:40Z
@dlaven108,ngoceh doang 10 menit bang,0,2025-10-30T03:31:15Z
@Sahurtungung,"siomay = worth to buy with valuable money
apel = bukan untuk kaum mendang mending

Sesimple itu",0,2025-10-30T03:29:33Z
@iyannugraha4142,tapi xiaomi dari dulu untuk hasil audio dari video dari luar atau outdoor itu selalu suara anginnya kenceng banget.,0,2025-10-30T03:28:12Z
@tamiandhanirasyidin6882,Tp kok cakepan xiaomi ya? 😅,0,2025-10-30T03:27:20Z
@rhonyzulkarnain-bc2ym,bukannya iphone yg niru xiaomi.. duluan desain poco,0,2025-10-30T03:27:08Z
@ariefrachmanhakim825,"bang udah bahas Redmi K90 Pro Max dengan speaker ""Bose"" itu bang lebih menarik kerena jualan ""Audio"" bahas bang Redmi K90 Pro",0,2025-10-30T03:24:31Z
@rianopisial8864,Ipong 😂😂😂,0,2025-10-30T03:24:04Z
@sukrasiyoga9875,Masih nunggu Samsung s26 ultra nanti😊,0,2025-10-30T03:19:16Z
@nurmisyuari7479,Bang review vivo x300 pro dong,0,2025-10-30T03:18:49Z
@itauzlifah1042,gacocok buat aku yg suka jatohin hp 😢,0,2025-10-30T03:17:44Z
@victorlim1643,"Definisi ATM (Amati, Tiru, Modifikasi) 😅",0,2025-10-30T03:17:43Z
@nononene3079,Xiaomi is the best.....,0,2025-10-30T03:17:40Z
@yusufgani5035,Udh pake 2 minggu overall puas bgt,0,2025-10-30T03:16:47Z
@wandiexbae,"Bagusan Redmi K90 pro max, 
antutu 4 jt, speaker 3 biji dgn 1 woofer bose",0,2025-10-30T03:15:41Z
@ilmawan354,Akhirnya Review juga,0,2025-10-30T03:13:17Z
@oktavianusrooselvelt5366,"nama boleh sama bng tp fitur2, inovasi2 & Acc beda bng krn biarpun fitur2 Xiaomi 17 Pro Max segunung tp dia msh ksh changer di produk flagshipnya tdk sprt merk sebelah yg cm ikut2an ngilangin changer, tipis2in body kyk merk2 buah2an.. Xiaomi mah beda.. the best dah buat Xiaomi mah..",0,2025-10-30T03:13:11Z
@Masjoe22,Tahun2 terakhir ini Julukan chipset setrika sekarang dipegang oleh Qualcomm Snapdragon... 😂🥳🥳🥳,0,2025-10-30T03:12:31Z
@AlFath18,bisa jadi orang Xiaomi punya mata2 yg kerja di divisi desain nya iphone 😁😁😁,1,2025-10-30T03:11:46Z
@abanrenzy,wow,0,2025-10-30T03:10:58Z
@musicbagus6944,buat video konten masih lebih proper iPhone,0,2025-10-30T03:10:49Z
@ythiewi9726,Kalau ga masuk indo jadi nya beli dimana? Info donk,0,2025-10-30T03:10:00Z
@PakRTCliper,review akun genshin lu bang🙌,0,2025-10-30T03:05:33Z
@mrokimarak,Hyperse*,0,2025-10-30T03:05:30Z
@Hilman_Alfarizi_,Pasukan Vivo mana nih😂,0,2025-10-30T03:03:45Z
@KupukupuHijau-z9e,Hp banyak gaya 😂😂😂 tidak penting  mending beli hp murah yan strong seperti Spartan itu kata pepatah tiongkok,0,2025-10-30T03:02:17Z
@JhonlyJ-s9f8q,Desain nya niru IP17? Sedangkan anak perusahaan Xiaomi Poco udh dulu jir akar desain lapangan sepak bola tu Poco penemu nya,0,2025-10-30T03:01:18Z
@ardhillae,bagusssss bangetttttttttttt,0,2025-10-30T02:59:58Z
@deerpekatadeer4064,Lagi nunggu gadgetin review galaxy XR😊,0,2025-10-30T02:59:35Z
@edwardrusselldjemada8723,"Gw bukan gak seneng dengan produk xiaomi, tapi semua orang tahu iphone itu trend setter bukan follower. Dan biasanya yang lebih asli lebih disukai meskipun followernya punya sejuta kelebihan.",0,2025-10-30T02:57:14Z
@warung_dj4908,ayo bang redmi k90 pro max ditunggu bsg gadgetin,0,2025-10-30T02:56:03Z
@lintangramadhan1984,Sial kuadrat atau double hoki nih?,0,2025-10-30T02:55:13Z
@AhmadRIJALWIDIANTO,Tapi yah aku lebih tertarik ke xiaomi si karna jendela nya bermaafaat dibelakang jadi desain nya itu kek gak apa ya nggak sia sia gitu dia bikin lebar lengkungan di belakang bisa digunain nggak kaya iphone sama secara desain nya tapi nggak bermanfaat jendela nya jadi kek sia sia dibikin jendela lebar lebar 😭,0,2025-10-30T02:54:51Z
@pointhuman,baru 15 jam udh mau 1 juta beuhhhh pasti laris banget nih,0,2025-10-30T02:51:25Z
@agilalmunawar8371,Owner nya pintar cuman kasih minjam bisa promosi sehatga puluhan juta🫡,0,2025-10-30T02:51:09Z
@Ramcin06,"bayangin ip ngeluarin series ada qwerty, gw yakin pada ikutan tuh pasti",0,2025-10-30T02:50:20Z
@zeemrauzi,"Otw nabung buat 17 pro max nya Xiaomi, bagus parah",0,2025-10-30T02:49:36Z
@irwanmarwanto,di cina bukan angka 8 bikin hoki tapi angka 6. malah triple 6 terdengar seperti hoki.bole di search,0,2025-10-30T02:49:06Z
@minimilitia05,"21:35 Asli bang, gua harap semua hp ya bisa ada in fitur ini karena kebanyakan orang suka pake rear camera jadi bingung kalau foto bareng dan yg fotoin juga pingin ikut ke capture jadi ga bisa lihat foto, pas mau di jepret alhasil jadi sebagian ada yg ga masuk frame wkwkwk solusinya ya masih pake tripod sama bluetooth foto yg pake remote 😂",0,2025-10-30T02:46:52Z
@ahmadsolihin423,"layar belakangnya bisa dijadiin running text ngga bang pas ngevlog pake video blekang? jadi kya baca text di layar kecilnya, tapi tetep bikin viceo pake kamera belakang.",0,2025-10-30T02:44:21Z
@Masden1t0r,"Bang rekomen hp 1,5 fokus kamera&game ada ga ya",0,2025-10-30T02:43:34Z
@TiranaMauritania,bos review motorola g06 power dong,0,2025-10-30T02:40:43Z
@bahtiarramli1857,Jgn dilupain xiaomi 11 ultra..siapa ngikutin siapa cuyyy,0,2025-10-30T02:39:11Z
